words,sentence #,tag
PROFORMA,6,O
INVOICE,6,O
NO.,6,O
VT191224,6,O
DATED,6,O
25.12.19,6,O
CPT,7,Incoterms
KARACHI,7,Incoterms
AIRPORT,7,Incoterms
XRAY,7,GoodsDescription
SHARK,7,GoodsDescription
XBD45+,7,GoodsDescription
X-RAY,7,GoodsDescription
AS,7,O
PER,7,O
BENEFICIARY'S,7,O
PROFORMA,7,O
INVOICE,7,O
NO.,7,O
P200114,7,O
DATED,7,O
08.11.2019,7,O
FOB,8,Incoterms
ROTTERDAM,8,Incoterms
SEAPORT,8,Incoterms
PARTS,8,GoodsDescription
FOR,8,GoodsDescription
GEAR,8,GoodsDescription
BOX,8,GoodsDescription
AS,8,O
PER,8,O
BENEFICIARY'S,8,O
PROFORMA,8,O
INVOICE,8,O
NO.,8,O
588C,8,O
0070058388,8,O
DATED,8,O
25.11.2019,8,O
CFR,9,Incoterms
KARACHI,9,Incoterms
PORT,9,Incoterms
QTY,9,O
260,9,Quantity
ADMT,9,UnitPriceAmount
GI,9,GoodsDescription
FLUFF,9,GoodsDescription
PULP,9,GoodsDescription
UNTREATED,9,GoodsDescription
AT,9,GoodsDescription
USD,9,UnitPriceAmount
580.00,9,UnitPriceAmount
PER,9,UnitPriceAmount
ADMT,9,UnitPriceAmount
AS,9,O
PER,9,UnitPriceAmount
BENEFICIARY'S,9,O
PROFORMA,9,O
INVOICE,9,O
NO.,9,O
621837,9,O
DATED,9,O
14.11.19,9,O
EXW,10,Incoterms
QTY,10,O
192,10,Quantity
UNITS,10,Quantity
CONCENTRATE,10,GoodsDescription
7-UP,10,GoodsDescription
AS,10,O
PER,10,O
BENEFICIARY'S,10,O
SALES,10,O
QUOTATION,10,O
NO.,10,O
790005454,10,O
DATED,10,O
02.01.2020,10,O
FOB,11,Incoterms
ANY,11,Incoterms
CHINESE,11,Incoterms
PORT,11,Incoterms
2/S,11,GoodsDescription
COATED,11,GoodsDescription
PACKAGING,11,GoodsDescription
BOARD,11,GoodsDescription
(POPLAR),11,O
IN,11,Incoterms
REELS,11,O
AS,11,O
PER,11,O
BENEFICIARY'S,11,O
SALES,11,O
CONTRACT,11,O
NO.,11,O
S19110286,11,O
DATED,11,O
25.11.19,11,O
FOB,12,Incoterms
ANY,12,Incoterms
CHINESE,12,Incoterms
PORT,12,Incoterms
2/S,12,GoodsDescription
COATED,12,GoodsDescription
PACKAGING,12,GoodsDescription
BOARD,12,GoodsDescription
(POPLAR),12,O
IN,12,GoodsDescription
REELS,12,O
AS,12,O
PER,12,O
BENEFICIARY'S,12,O
SALES,12,O
CONTRACT,12,O
NO.,12,O
S19110287,12,O
DATED,12,O
25.11.19,12,O
FOB,13,Incoterms
ROTTERDAMTHE,13,O
NETHERLANDS,13,Incoterms
SUBLIMATION,13,GoodsDescription
PAPER,13,GoodsDescription
QTY,13,O
780,13,Quantity
PCS,13,Quantity
JETCOL,13,GoodsDescription
TA,13,GoodsDescription
AS,13,O
PER,13,GoodsDescription
BENEFICIARY'S,13,O
PROFORMA,13,O
INVOICE,13,O
NO.,13,O
2200078,13,O
DATED,13,O
08.01.20,13,O
CFR,14,Incoterms
PORT,14,Incoterms
QASIM,14,Incoterms
PAKISTAN,14,Incoterms
QTY,14,O
500.00,14,Quantity
M/TONS,14,Quantity
SHREDDED,14,GoodsDescription
STEEL,14,GoodsDescription
SCRAP,14,GoodsDescription
AS,14,Incoterms
PER,14,UnitPriceAmount
ISRI,14,O
211,14,O
AT,14,O
USD,14,UnitPriceAmount
286.00,14,UnitPriceAmount
PER,14,UnitPriceAmount
M/TON.,14,O
AS,14,Incoterms
PER,14,UnitPriceAmount
BENEFICIARY'S,14,O
SALES,14,O
CONTRACT,14,O
NO.,14,O
JSC-4602A,14,O
DATED,14,O
03.12.2019,14,O
CFR,15,Incoterms
ANY,15,Incoterms
PORT,15,Incoterms
OF,15,Incoterms
KARACHI,15,Incoterms
HARDWARE,15,GoodsDescription
FITTINGS,15,GoodsDescription
ACCESSORIES,15,GoodsDescription
AND,15,GoodsDescription
DUMPING,15,GoodsDescription
SYSTEM,15,GoodsDescription
FOR,15,GoodsDescription
CV,15,GoodsDescription
CONDUCTOR,15,GoodsDescription
AND,15,GoodsDescription
FOR,15,GoodsDescription
AL,15,GoodsDescription
CONDUCTOR,15,GoodsDescription
AS,15,O
PER,15,O
BENEFICIARY'S,15,O
PROFORMA,15,O
INVOICE,15,O
NO.,15,O
19,15,O
DATED,15,O
27.06.19,15,O
CPT,16,Incoterms
LAHORE,16,Incoterms
AIRPORT,16,Incoterms
PAKISTAN,16,Incoterms
1.,16,O
QTY,16,O
01,16,Quantity
PC,16,Quantity
SPINNER,16,GoodsDescription
ASSY,16,GoodsDescription
WS650MZ,16,O
SPIN,16,GoodsDescription
PROCESSOR,16,O
AT,16,O
THE,16,O
RATE,16,O
USD,16,UnitPriceAmount
9640.00,16,UnitPriceAmount
PER,16,UnitPriceAmount
PC,16,Quantity
ALL,16,O
DETAIL,16,O
AS,16,GoodsDescription
PER,16,UnitPriceAmount
BENEFICIARY'S,16,O
PROFORMA,16,O
INVOICE,16,O
NO.,16,O
19601,16,O
DATED,16,O
04-09-2019.,16,O
CPT,17,Incoterms
LAHORE,17,Incoterms
AIRPORT,17,Incoterms
PAKISTAN,17,Incoterms
QTY,17,O
01,17,Quantity
SET,17,Quantity
OF,17,GoodsDescription
USTER,17,GoodsDescription
JOSSI,17,GoodsDescription
VISION,17,GoodsDescription
SHIELD-2,17,GoodsDescription
WITH,17,GoodsDescription
6,17,GoodsDescription
SPECTROSCOPES,17,GoodsDescription
EFFICIENCY,17,GoodsDescription
BOOSTER,17,GoodsDescription
V,17,GoodsDescription
TECT,17,GoodsDescription
FOR,17,GoodsDescription
INSTALLATION,17,GoodsDescription
OF,17,GoodsDescription
EXISTING,17,GoodsDescription
BLOWROOM,17,GoodsDescription
LINE,17,GoodsDescription
FOR,17,GoodsDescription
DETECTION,17,GoodsDescription
AND,17,GoodsDescription
ELIMINATION,17,GoodsDescription
OF,17,GoodsDescription
CONTAMINATION,17,GoodsDescription
IN,17,GoodsDescription
BLOWROOM,17,GoodsDescription
LINE,17,GoodsDescription
WITH,17,GoodsDescription
ALL,17,GoodsDescription
STANDARD,17,GoodsDescription
ACCESSORIES,17,GoodsDescription
AND,17,GoodsDescription
ESSENTIAL,17,GoodsDescription
PARTS,17,GoodsDescription
ALL,17,GoodsDescription
DETAIL,17,O
AS,17,O
PER,17,O
INDENT,17,O
NO,17,O
.C-ZAG-VS-047,17,O
DATED,17,O
04-OCT-2019,17,O
OF,17,GoodsDescription
SIMAG,17,O
ENTERPRISES,17,O
PVT,17,O
LTD,17,O
PAKISTAN,17,Incoterms
CPT,18,Incoterms
LAHORE,18,Incoterms
AIRPORT,18,Incoterms
PAKISTAN,18,Incoterms
QTY,18,O
1,18,Quantity
UNIT,18,Quantity
OF,18,O
ELECTROSPINNING,18,GoodsDescription
MACHINE,18,GoodsDescription
AT,18,O
THE,18,O
RATE,18,O
USD,18,O
26500.28.,18,O
ALL,18,O
DETAIL,18,O
AS,18,O
PER,18,O
BENEFICIARY'S,18,O
PROFORMA,18,O
INVOICE,18,O
NO.,18,O
PF190006,18,O
DATED,18,O
-04-09-2019,18,O
CFR,19,Incoterms
KEAMARI,19,Incoterms
KARACHI,19,Incoterms
SEAPORT,19,Incoterms
/,19,Incoterms
PORT,19,Incoterms
QASIM,19,Incoterms
PAKISTAN,19,Incoterms
COMPOUNDED,19,O
POLYPROPYLENE,19,GoodsDescription
RESIN,19,O
1-QTY,19,O
12000,19,Quantity
KGS,19,Quantity
PP-SN3,19,O
J-3057HPT,19,O
5PK,19,O
AT,19,O
USD,19,UnitPriceAmount
2.57,19,UnitPriceAmount
PER,19,UnitPriceAmount
KG.,19,O
2-QTY,19,O
600.00,19,Quantity
KGS,19,Quantity
POLYAMIDE,19,GoodsDescription
66,19,GoodsDescription
(NYLON,19,O
66),19,O
T330210,19,O
STD,19,O
BLK,19,O
AT,19,O
USD,19,UnitPriceAmount
7.24,19,UnitPriceAmount
PER,19,UnitPriceAmount
KG,19,Quantity
3-QTY,19,O
600.00,19,Quantity
KGS,19,Quantity
POM,19,O
25,19,O
PCT,19,O
REINFORCED,19,O
GC25A,19,O
CF3500,19,O
NATURAL,19,O
AT,19,O
USD,19,UnitPriceAmount
5.98,19,UnitPriceAmount
PER,19,UnitPriceAmount
KG.,19,O
AS,19,Incoterms
PER,19,UnitPriceAmount
BENEFICIARY'S,19,O
PROFORMA,19,O
INVOICE,19,O
NO.,19,O
NTL11001,19,O
DATED,19,O
04-11-2019,19,O
FOB,20,Incoterms
SHANGHAI,20,Incoterms
SEAPORT,20,Incoterms
CHINA,20,Incoterms
TOTAL,20,O
QTY,20,O
6523.00,20,Quantity
HIGH,20,GoodsDescription
RACKS,20,GoodsDescription
MINI,20,GoodsDescription
RACKS,20,GoodsDescription
SELF-SERVICE,20,GoodsDescription
RACKS,20,GoodsDescription
AND,20,GoodsDescription
ACCESSORIES,20,GoodsDescription
AS,20,O
PER,20,O
BENEFICIARY'S,20,O
PROFORMA,20,O
INVOICE,20,O
NO.,20,O
SH1911011,20,O
DATED,20,O
31-10-2019.,20,O
CFR,21,Incoterms
KARACHI,21,Incoterms
SEAPORT,21,Incoterms
PAKISTAN,21,Incoterms
QTY,21,O
150.00,21,Quantity
MTS,21,Quantity
PRIMARY,21,GoodsDescription
ALUMINIUM,21,GoodsDescription
STANDARD,21,GoodsDescription
INGOT,21,GoodsDescription
AT,21,O
USD,21,O
1750.,21,O
AS,21,O
PER,21,O
SALES,21,O
CONTRACT,21,O
NO.,21,O
YE19A589UM02,21,O
DATED,21,O
29-10-2019.,21,O
CPT,22,Incoterms
ISLAMABAD,22,Incoterms
AIRPORT,22,Incoterms
-,22,Incoterms
PAKISTAN,22,Incoterms
TOTAL,22,O
QTY,22,O
20,22,Quantity
UNITS,22,Quantity
8-SENSOR,22,GoodsDescription
TRIGNO,22,GoodsDescription
AVNTI,22,GoodsDescription
RESEARCH+SYSTEM.AS,22,O
PER,22,O
BENEFICIARY'S,22,O
PROFORMA,22,O
INVOICE,22,O
NO.,22,O
Q-8615,22,O
DATED.,22,O
17.06.2019,22,O
CPT,23,Incoterms
LAHORE,23,Incoterms
AIRPORT,23,Incoterms
PAKISTAN,23,Incoterms
LABORATORY,23,GoodsDescription
EQUIPMENTS,23,GoodsDescription
1-,23,O
QTY,23,O
1.00,23,Quantity
UNIT,23,Quantity
FREEZE,23,GoodsDescription
DRYER,23,GoodsDescription
ALPHA,23,O
1-4,23,O
LSCBASIC,23,O
230,23,O
V,23,O
50,23,O
HZ,23,O
AT,23,GoodsDescription
EUR,23,UnitPriceAmount
14575.00,23,O
AS,23,O
PER,23,O
BENEFICIARY'S,23,O
PROFORMA,23,O
INVOICE,23,O
NO.,23,O
2019-91619,23,O
DATED,23,O
09-12-2019.,23,O
CPT,24,Incoterms
KARACHI,24,Incoterms
AIRPORT/SEAPORT,24,Incoterms
SPARE,24,GoodsDescription
PARTS,24,GoodsDescription
FOR,24,GoodsDescription
INNIO,24,GoodsDescription
JENBACHER,24,GoodsDescription
POWER,24,GoodsDescription
GENERATION,24,GoodsDescription
SPECIFICATION,24,O
QUANTITYM,24,O
QUALITY,24,O
AND,24,O
OTHER,24,O
DETAILS,24,O
AS,24,O
PER,24,O
BENEFICIARY'S,24,O
PROFORMA,24,O
INVOICE,24,O
NO(S).,24,O
PFI-003328,24,O
DATED,24,O
22-07-2019,24,O
AND,24,O
PFI-003301,24,O
DATED,24,O
18-07-2019,24,O
FOB,25,Incoterms
SHENZEN,25,Incoterms
SEAPORT,25,Incoterms
CHINA,25,Incoterms
TOTAL,25,O
QTY,25,O
13644,25,Quantity
NOS,25,Quantity
SHOES,25,GoodsDescription
AND,25,GoodsDescription
LUGGAGE,25,GoodsDescription
AS,25,O
PER,25,O
BENEFICIARY'S,25,O
PROFORMA,25,O
INVOICE/CONTRACT,25,O
NO.,25,O
H19SW07009,25,O
DATED,25,O
20-09-2019,25,O
CFR,26,Incoterms
KARACHI,26,Incoterms
SEAPORT,26,Incoterms
PAKISTAN,26,Incoterms
1-,26,O
QTY,26,O
01,26,Quantity
SET,26,UnitPriceAmount
OF,26,O
DALGAKIRAN,26,O
EAGLE,26,O
160,26,O
VSD,26,O
(10,26,O
BAR),26,O
AIR,26,GoodsDescription
COOLED,26,GoodsDescription
SCREW,26,GoodsDescription
COMPRESSOR,26,GoodsDescription
AT,26,O
EUR,26,UnitPriceAmount
62000,26,UnitPriceAmount
PER,26,UnitPriceAmount
SET.,26,O
2-,26,O
QTY,26,O
01,26,Quantity
SET,26,UnitPriceAmount
OF,26,O
DALGAKIRAN,26,O
DRYAIR,26,O
DK,26,O
170,26,O
AIR,26,GoodsDescription
DRYER,26,GoodsDescription
AT,26,O
EUR,26,UnitPriceAmount
6000,26,UnitPriceAmount
PER,26,UnitPriceAmount
SET.,26,O
AS,26,O
PER,26,UnitPriceAmount
BENEFICIARY'S,26,O
PROFORMA,26,O
INVOICE,26,O
NO.,26,O
EXP/19-P517,26,O
DATED,26,O
15-11-2019.,26,O
1),27,O
QTY,27,O
22,27,Quantity
UNITS,27,Quantity
GRID,27,GoodsDescription
TIED,27,GoodsDescription
SOLAR,27,GoodsDescription
INVERTER,27,GoodsDescription
3,27,GoodsDescription
PHASE,27,GoodsDescription
4MPPT,27,O
WITH,27,O
DC,27,O
SWITCH,27,O
COMMUNICATION-RS485,27,O
GW50KN-MT,27,O
AT,27,O
USD,27,UnitPriceAmount
2370,27,UnitPriceAmount
PER,27,UnitPriceAmount
UNIT.,27,O
2),27,O
QTY,27,O
04,27,Quantity
UNITS,27,Quantity
GRID,27,GoodsDescription
TIED,27,GoodsDescription
SOLAR,27,GoodsDescription
INVERTER,27,GoodsDescription
3,27,GoodsDescription
PHASE,27,GoodsDescription
2MPPT,27,O
WITH,27,O
DC,27,O
SWITCH,27,O
COMMUNICATION-RS485,27,O
FOR,27,O
EZLOGGER,27,O
PRO-CONNECTION,27,O
GW20K-DT,27,O
AT,27,O
USD,27,UnitPriceAmount
1410,27,UnitPriceAmount
PER,27,UnitPriceAmount
UNIT.,27,O
3),27,O
QTY,27,O
03,27,Quantity
UNITS,27,Quantity
MONITORING,27,GoodsDescription
DEVICE,27,GoodsDescription
OF,27,GoodsDescription
GRID,27,GoodsDescription
TIRED,27,GoodsDescription
SOLAR,27,GoodsDescription
INVERTER,27,GoodsDescription
ONE,27,O
UNIT,27,UnitPriceAmount
TO,27,GoodsDescription
CONNECT,27,O
UP,27,O
TO,27,GoodsDescription
60,27,O
PCS,27,O
INVERTERS,27,O
EZLOGGER,27,O
PRO,27,O
AT,27,O
USD,27,UnitPriceAmount
108,27,UnitPriceAmount
PER,27,UnitPriceAmount
UNIT,27,UnitPriceAmount
AS,27,GoodsDescription
PER,27,UnitPriceAmount
BENEFICIARY'S,27,O
PROFORMA,27,O
INVOICE,27,O
NO.,27,O
GW636191013,27,O
DATED,27,O
17.12.2019,27,O
CFR,28,Incoterms
PAKISTAN,28,Incoterms
INTERNATIONAL,28,Incoterms
BULK,28,Incoterms
TERMINAL,28,Incoterms
PAKISTAN,28,Incoterms
(INCOTERMS,28,O
2010),28,O
QTY,28,O
4000,28,O
MT(+/-,28,O
10,28,Tolerance
PCT),28,O
BITUMINOUS,28,GoodsDescription
COAL,28,GoodsDescription
IN,28,GoodsDescription
BULK,28,Incoterms
AT,28,Incoterms
THE,28,O
RATE,28,O
OF,28,O
USD,28,UnitPriceAmount
79.50,28,UnitPriceAmount
PER,28,UnitPriceAmount
MT,28,Quantity
BASED,28,O
ON,28,Incoterms
NCV,28,O
6000,28,O
KCAL/KG,28,O
(ARB),28,O
AS,28,O
PER,28,UnitPriceAmount
BENEFICIARY'S,28,O
PROFORMA,28,O
INVOICE,28,O
NO.,28,O
PI/GCL/CPBML/18/2019,28,O
DATED,28,O
12.11.2019,28,O
CFR,29,Incoterms
KARACHI,29,Incoterms
PORT,29,Incoterms
QTY,29,O
200,29,Quantity
M/TONS,29,Quantity
METHANOL,29,GoodsDescription
(CHEM,29,O
GRADE),29,O
AT,29,O
THE,29,O
RATE,29,O
OF,29,O
USD,29,UnitPriceAmount
267.14,29,UnitPriceAmount
PER,29,UnitPriceAmount
M/TON,29,UnitPriceAmount
AS,29,O
PER,29,UnitPriceAmount
PROFORMA,29,O
INVOICE,29,O
NO.,29,O
CHEM/162380A/SEPTEMBER-2019,29,O
DATED,29,O
23/08/2019,29,O
OF,29,O
M/S.,29,O
SABIC,29,O
PAKISTAN,29,O
PRIVATE,29,O
LIMITED.,29,O
KARACHI,29,Incoterms
PAKISTAN.,29,O
CPT,30,Incoterms
KARACHI,30,Incoterms
AIRPORT,30,Incoterms
SPARE,30,GoodsDescription
PARTS,30,GoodsDescription
FOR,30,GoodsDescription
INNIO,30,GoodsDescription
JENBACHER,30,GoodsDescription
POWER,30,GoodsDescription
GENERATION,30,GoodsDescription
AS,30,O
PER,30,O
BENEFICIARY'S,30,O
PROFORMA,30,O
INVOICE,30,O
NO(S).,30,O
PFI-003854,30,O
DATED,30,O
03.10.2019,30,O
AND,30,O
PFI-003370,30,O
DATED,30,O
29.07.2019,30,O
FOB,31,Incoterms
ANY,31,Incoterms
MALAYSIAN,31,Incoterms
PORT,31,Incoterms
QTY,31,O
40.00,31,Quantity
TONS,31,Quantity
PALM,31,GoodsDescription
BASED,31,GoodsDescription
GOLDEN,31,GoodsDescription
HARVEST,31,GoodsDescription
MARGARINE,31,GoodsDescription
WITH,31,GoodsDescription
VITAMIN,31,GoodsDescription
'A',31,O
PHO25,31,O
AT,31,O
THE,31,O
RATE,31,O
OF,31,O
USD,31,UnitPriceAmount
990.00,31,UnitPriceAmount
PER,31,UnitPriceAmount
TON,31,UnitPriceAmount
AS,31,GoodsDescription
PER,31,UnitPriceAmount
BENEFICIARY'S,31,O
PROFORMA,31,O
INVOICE,31,O
NO.,31,O
8900000745-A,31,O
DATED,31,O
25.09.19,31,O
CPT,32,Incoterms
LAHORE,32,Incoterms
AIRPORT,32,Incoterms
PAKISTAN,32,Incoterms
QTY,32,O
01,32,Quantity
SET,32,Quantity
OF,32,O
REFRIGERATED,32,GoodsDescription
CENTRIFUGE,32,GoodsDescription
MACHINE,32,GoodsDescription
WITH,32,GoodsDescription
ACCESSORIES,32,GoodsDescription
ROTINA,32,O
380R,32,O
AT,32,GoodsDescription
THE,32,O
RATE,32,GoodsDescription
EUR,32,UnitPriceAmount
13000,32,O
PER,32,UnitPriceAmount
PC,32,UnitPriceAmount
COMPLETE,32,O
DETAIL,32,O
AS,32,O
PER,32,UnitPriceAmount
BENEFICIARY'S,32,O
PROFORMA,32,O
INVOICE,32,O
NO.,32,O
150227,32,O
DATED,32,O
12-10-2019.,32,O
CFR,33,Incoterms
KARACHI,33,Incoterms
SEAPORT,33,Incoterms
PAKISTAN,33,Incoterms
QTY,33,O
01,33,Quantity
SET,33,Quantity
OF,33,O
COMPLETE,33,O
CSD,33,O
105,33,O
SFC/8.5,33,O
BAR,33,O
ROTARY,33,GoodsDescription
SCREW,33,GoodsDescription
COMPRESSOR,33,GoodsDescription
AS,33,O
PER,33,O
BENEFICIARY'S,33,O
PROFORMA,33,O
INVOICE,33,O
NO.,33,O
95109645,33,O
DATED,33,O
15-11-2019.,33,O
CPT,34,Incoterms
LAHORE,34,Incoterms
AIRPORT,34,Incoterms
PAKISTAN,34,Incoterms
QTY,34,O
43,34,Quantity
SET,34,Quantity
OF,34,O
LABORATORY,34,GoodsDescription
EQUIPMENTS,34,GoodsDescription
(CHEMICALS/KITS),34,O
AS,34,O
PER,34,O
BENEFICIARY'S,34,O
PROFORMA,34,O
INVOICE,34,O
NO.,34,O
HAS/SOBS/11/812644,34,O
DATED,34,O
06-NOV-2019,34,O
FOB,35,Incoterms
AMBARLI,35,Incoterms
SEAPORT/ISTANBUL,35,Incoterms
AIRPORT,35,Incoterms
TURKEY,35,Incoterms
1-,35,O
QTY,35,O
QTY,35,O
4000.00,35,O
PCS,35,Quantity
SHELL,35,GoodsDescription
BEARING,35,GoodsDescription
SET,35,GoodsDescription
PART,35,O
NO.,35,O
(U5MK0100/3112137/31122531/31122541/31123411/31131171),35,O
OF,35,O
AT,35,O
USD,35,UnitPriceAmount
6.50,35,UnitPriceAmount
PER,35,UnitPriceAmount
PC,35,Quantity
2-,35,O
QTY,35,O
QTY,35,O
1598.00,35,O
PCS,35,Quantity
SHELL,35,GoodsDescription
BEARING,35,GoodsDescription
SET,35,GoodsDescription
PART,35,O
NO.,35,O
U5MK0265,35,O
AT,35,O
USD,35,UnitPriceAmount
9.95,35,UnitPriceAmount
PER,35,UnitPriceAmount
COMPLETE,35,O
DETAIL,35,O
AS,35,O
PER,35,UnitPriceAmount
BENEFICIARY'S,35,O
PROFORMA,35,O
INVOICE,35,O
NO.,35,O
P16511,35,O
AND,35,O
APPLICANT,35,O
PURCHASE,35,O
ORDER,35,O
NO.,35,O
M2744,35,O
DATED,35,O
11-10-2019,35,O
100,36,O
PCT,36,O
SPUN,36,GoodsDescription
POLYESTER,36,GoodsDescription
YARN,36,GoodsDescription
FOR,36,GoodsDescription
SEWING,36,GoodsDescription
THREAD,36,GoodsDescription
.,36,Quantity
1),36,O
NE21/2,36,O
QUANTITY,36,O
26848.80,36,Quantity
KGS,36,Quantity
AT,36,O
THE,36,O
RATE,36,O
OF,36,O
USD,36,UnitPriceAmount
2.08,36,UnitPriceAmount
PER,36,UnitPriceAmount
KG,36,Quantity
.,36,Quantity
2),36,O
NE21/3,36,O
QUANTITY,36,O
8856,36,Quantity
KGS,36,Quantity
AT,36,O
THE,36,O
RATE,36,O
OF,36,O
USD,36,UnitPriceAmount
2.08,36,UnitPriceAmount
PER,36,UnitPriceAmount
KG,36,Quantity
.,36,Quantity
3),36,O
NE21/4,36,O
QUANTITY,36,O
1015.20,36,Quantity
KGS,36,Quantity
AT,36,O
THE,36,O
RATE,36,O
OF,36,O
USD,36,UnitPriceAmount
2.13,36,UnitPriceAmount
PER,36,UnitPriceAmount
KG,36,Quantity
.,36,Quantity
OTHER,36,O
DETAILS,36,O
ARE,36,O
AS,36,O
PER,36,UnitPriceAmount
BENEFICIARY'S,36,O
PROFORMA,36,O
INVOICE,36,O
NO.,36,O
PIV191118,36,O
DATED,36,O
NOV,36,O
18,36,O
2019.,36,O
.,36,Quantity
TOTAL,36,O
VALUE,36,O
OF,36,O
GOODS,36,O
WITH,36,O
INCOTERMS,36,O
++++++++++++++++++++++++++++++++++++,36,O
USD,36,UnitPriceAmount
76428.36,36,O
FOB,36,Incoterms
CHINA,36,Incoterms
SEAPORT,36,Incoterms
(INCOTERMS,36,O
2010),36,O
CFR,37,Incoterms
KARACHI,37,Incoterms
SEAPORT,37,Incoterms
PAKISTAN,37,Incoterms
QTY,37,O
190.740,37,Quantity
MTS,37,Quantity
COLD,37,GoodsDescription
ROLLED,37,GoodsDescription
STEEL,37,GoodsDescription
COILS,37,GoodsDescription
AS,37,O
PER,37,O
COMPLETE,37,O
DETAIL,37,O
OF,37,O
BENEFICIARY'S,37,O
SALES,37,O
CONTRACT,37,O
NO.,37,O
SPP-190826-MTL-ADD,37,O
DATED,37,O
26-08-2019,37,O
CPT,38,Incoterms
LAHORE,38,Incoterms
AIRPORT,38,Incoterms
PAKISTAN,38,Incoterms
QTY,38,O
12.00,38,Quantity
PCS,38,Quantity
LABORATORY,38,GoodsDescription
EQUIPMENTS,38,GoodsDescription
WITH,38,GoodsDescription
ACCESSORIES,38,GoodsDescription
COMPLETE,38,O
DESCRIPTION,38,O
OF,38,O
GOODS,38,O
QUALITY,38,O
QUANTITY,38,O
AND,38,O
UNIT,38,O
PRICE,38,O
AS,38,O
PER,38,O
BENEFICIARY'S,38,O
PROFORMA,38,O
INVOICE,38,O
NO.,38,O
011/IG/2019,38,O
DATED,38,O
07-11-2019.,38,O
CPT,39,Incoterms
LAHORE,39,Incoterms
AIRPORT,39,Incoterms
PAKISTAN,39,Incoterms
QTY,39,O
01,39,Quantity
PC,39,Quantity
OF,39,O
CLIMATIC,39,GoodsDescription
CHAMBER,39,GoodsDescription
(PLANT,39,O
GROWTH,39,GoodsDescription
CHAMBER),39,O
AT,39,GoodsDescription
THE,39,O
RATE,39,O
EUR,39,UnitPriceAmount
24300.00,39,O
PER,39,UnitPriceAmount
PC,39,Quantity
COMPLETE,39,O
DETAIL,39,O
AS,39,O
PER,39,UnitPriceAmount
BENEFICIARY'S,39,O
PROFORMA,39,O
INVOICE,39,O
