words,sentence #,tag
TURKEY,21,O
1,21,O
QTY,21,O
QTY,21,O
4000,21,B-NW
PCS,21,I-NW
SHELL,21,O
BEARING,21,O
SET,21,O
PART,21,O
NO.,21,O
(U5MK0100/3112137/31122531/31122541/31123411/31131171),21,O
OF,21,O
AT,21,O
USD,21,O
6.5,21,O
PER,21,O
PC,21,O
2,21,O
QTY,21,O
QTY,21,O
1598,21,B-NW
PCS,21,I-NW
SHELL,21,O
BEARING,21,O
SET,21,O
PART,21,O
NO.,21,O
U5MK0265,21,O
AT,21,O
USD,21,O
9.95,21,O
PER,21,O
COMPLETE,21,O
DETAIL,21,O
AS,21,O
PER,21,O
BENEFICIARY'S,21,O
PROFORMA,21,O
INVOICE,21,O
NO.,21,O
P16511,21,O
AND,21,O
APPLICANT,21,O
PURCHASE,21,O
ORDER,21,O
NO.,21,O
M2744,21,O
DATED,21,O
11102019,21,O
100,22,O
PCT,22,O
SPUN,22,O
POLYESTER,22,O
YARN,22,O
FOR,22,O
SEWING,22,O
THREAD,22,O
.,22,O
1),22,O
NE21/2,22,O
QUANTITY,22,O
26848.8,22,B-NW
KGS,22,I-NW
AT,22,O
THE,22,O
RATE,22,O
OF,22,O
USD,22,O
2.08,22,O
PER,22,O
KG,22,O
.,22,O
2),22,O
NE21/3,22,O
QUANTITY,22,O
8856,22,B-NW
KGS,22,I-NW
AT,22,O
THE,22,O
RATE,22,O
OF,22,O
USD,22,O
2.08,22,O
PER,22,O
KG,22,O
.,22,O
3),22,O
NE21/4,22,O
QUANTITY,22,O
1015.2,22,B-NW
KGS,22,I-NW
AT,22,O
THE,22,O
RATE,22,O
OF,22,O
USD,22,O
2.13,22,O
PER,22,O
KG,22,O
.,22,O
OTHER,22,O
DETAILS,22,O
ARE,22,O
AS,22,O
PER,22,O
BENEFICIARY'S,22,O
PROFORMA,22,O
INVOICE,22,O
NO.,22,O
PIV191118,22,O
DATED,22,O
NOV,22,O
18,22,O
2019,22,O
.,22,O
TOTAL,22,O
VALUE,22,O
OF,22,O
GOODS,22,O
WITH,22,O
INCOTERMS,22,O
++++++++++++++++++++++++++++++++++++,22,O
USD,22,O
76428.36,22,O
FOB,22,O
CHINA,22,O
SEAPORT,22,O
(INCOTERMS,22,O
2010),22,O
CFR,23,O
KARACHI,23,O
SEAPORT,23,O
PAKISTAN,23,O
QTY,23,O
190.74,23,B-NW
MTS,23,I-NW
COLD,23,O
ROLLED,23,O
STEEL,23,O
COILS,23,O
AS,23,O
PER,23,O
COMPLETE,23,O
DETAIL,23,O
OF,23,O
BENEFICIARY'S,23,O
SALES,23,O
CONTRACT,23,O
NO.,23,O
SPP190826MTLADD,23,O
DATED,23,O
26082019,23,O
CPT,24,O
LAHORE,24,O
AIRPORT,24,O
PAKISTAN,24,O
QTY,24,O
12,24,B-NW
PCS,24,I-NW
LABORATORY,24,O
EQUIPMENTS,24,O
WITH,24,O
ACCESSORIES,24,O
COMPLETE,24,O
DESCRIPTION,24,O
OF,24,O
GOODS,24,O
QUALITY,24,O
QUANTITY,24,O
AND,24,O
UNIT,24,O
PRICE,24,O
AS,24,O
PER,24,O
BENEFICIARY'S,24,O
PROFORMA,24,O
INVOICE,24,O
NO.,24,O
011/IG/2019,24,O
DATED,24,O
7112019,24,O
CPT,25,O
LAHORE,25,O
AIRPORT,25,O
PAKISTAN,25,O
QTY,25,O
1,25,B-NW
PC,25,I-NW
OF,25,O
CLIMATIC,25,O
CHAMBER,25,O
(PLANT,25,O
GROWTH,25,O
CHAMBER),25,O
AT,25,O
THE,25,O
RATE,25,O
EUR,25,O
24300,25,O
PER,25,O
PC,25,O
COMPLETE,25,O
DETAIL,25,O
AS,25,O
PER,25,O
BENEFICIARY'S,25,O
PROFORMA,25,O
INVOICE,25,O
NO.,25,O
150228,25,O
DATED,25,O
12102019,25,O
FOB,26,O
ANY,26,O
INDIAN,26,O
SEAPORT,26,O
PHARMACEUTICAL,26,O
ALLOPATHIC,26,O
RAW,26,O
MATERIAL,26,O
OF,26,O
PHARMACEUTICAL,26,O
GRADE,26,O
QTY,26,O
500,26,B-NW
KGS,26,I-NW
ATENOLOL,26,O
BP,26,O
AT,26,O
USD,26,O
20.5,26,O
PER,26,O
KG,26,O
AS,26,O
PER,26,O
INDENT,26,O
NO.,26,O
858/2019,26,O
DATED,26,O
14112019,26,O
OF,26,O
M/S,26,O
GUDIA,26,O
PVT,26,O
LTD,26,O
KARACHI,26,O
PAKISTAN,26,O
CFR,27,O
PORT,27,O
QASIM,27,O
PAKISTAN,27,O
TOTAL,27,O
QTY,27,O
10050,27,B-NW
KGS,27,I-NW
COTTOCLARIN,27,O
KD,27,O
AT,27,O
EURO,27,O
2.1,27,O
PER,27,O
KG,27,O
AS,27,O
PER,27,O
BENEFICIARY,27,O
PROFORMA,27,O
INVOICE,27,O
NO.,27,O
9200035709,27,O
DATED,27,O
07-Nov-19,27,O
CPT,28,O
KARACHI,28,O
AIRPORT,28,O
MICROSCOPES,28,O
AS,28,O
PER,28,O
BENEFICIARY'S,28,O
PROFORMA,28,O
INVOICE,28,O
NO.,28,O
2MKA0115,28,O
DATED,28,O
28.10.2019,28,O
CPT,29,O
LAHORE,29,O
AIRPORT,29,O
PAKISTAN,29,O
BUILDING,29,O
CONTROL,29,O
EQUIPMENT,29,O
ACCORDING,29,O
TO,29,O
PERFORMA,29,O
INVOICE,29,O
NO.,29,O
21003860,29,O
DATED,29,O
11092019,29,O
CFR,30,O
KARACHI,30,O
SEAPORT,30,O
/,30,O
PORT,30,O
QASIM,30,O
PAKISTAN,30,O
1QTY,30,O
105,30,B-NW
MT,30,I-NW
WASTE,30,O
PAPEROCC,30,O
IN,30,O
COMPRESSED,30,O
BALES,30,O
AT,30,O
USD,30,O
123,30,O
PER,30,O
MT,30,O
2QTY,30,O
102,30,B-NW
MT,30,I-NW
WASTE,30,O
PAPERBBC,30,O
IN,30,O
COMPRESSED,30,O
BALES,30,O
AT,30,O
USD,30,O
118,30,O
PER,30,O
MT,30,O
AS,30,O
PER,30,O
APPLICANT,30,O
PURCHASE,30,O
ORDER,30,O
NO.,30,O
APB/15/19,30,O
DATED,30,O
25-Nov-19,30,O
AND,30,O
PERFORMA,30,O
INVOICE,30,O
NO,30,O
191124,30,O
DATED,30,O
24112019,30,O
CPT,31,O
LAHORE,31,O
AIRPORT,31,O
PAKISTAN,31,O
PHARMACEUTICAL,31,O
ALLOPATHIC,31,O
RAW,31,O
MATERIAL,31,O
OF,31,O
PHARMACEUTICAL,31,O
GRADE.,31,O
QTY,31,O
10,31,B-NW
KGS,31,I-NW
TIMOLOL,31,O
MALEATE,31,O
USP,31,O
AT,31,O
ACUD,31,O
735,31,O
PER,31,O
KG.,31,O
AS,31,O
PER,31,O
INDENT,31,O
NO.,31,O
786/ABI/5736,31,O
DATED,31,O
9112019,31,O
OF,31,O
M/S.,31,O
ALI,31,O
BABA,31,O
IMPEX,31,O
LAHORE,31,O
PAKISTAN,31,O
FOB,32,O
ANY,32,O
AIRPORT,32,O
/,32,O
SEAPORT,32,O
OF,32,O
HONGKONG,32,O
OR,32,O
CHINA,32,O
TELECOM,32,O
EQUIPMENT,32,O
TRANSCEIVER,32,O
SWITCHES,32,O
WITH,32,O
ACCESSORIES,32,O
VIDEO,32,O
CONFERENCING,32,O
SYSTEM,32,O
ALL,32,O
OTHER,32,O
DETAILS,32,O
AS,32,O
PER,32,O
BENEFICIARY'S,32,O
PROFORMA,32,O
INVOICE,32,O
NO.,32,O
0Y05861900130J1,32,O
DATED,32,O
24.10.19,32,O
CFR,33,O
KARACHI,33,O
/,33,O
BIN,33,O
QASIM,33,O
SEAPORT,33,O
RAW,33,O
MATERIAL,33,O
STEEL,33,O
SHEET,33,O
(GALVANIZED,33,O
AND,33,O
COLD,33,O
ROLL),33,O
AS,33,O
PER,33,O
BENEFICIARY'S,33,O
PROFORMA,33,O
INVOICE,33,O
NO.,33,O
MB9YIMC020,33,O
DATED,33,O
21.11.2019,33,O
CFR,34,O
KARACHI,34,O
PORT,34,O
PAKISTAN,34,O
1,34,O
QTY,34,O
19.269,34,B-NW
MT,34,I-NW
UNCOATED,34,O
PAPER,34,O
BOARD,34,O
IN,34,O
REELS,34,O
195,34,O
GSM,34,O
AT,34,O
USD,34,O
600,34,O
PER,34,O
MT,34,O
2,34,O
QTY,34,O
84.385,34,B-NW
MT,34,I-NW
UNCOATED,34,O
PAPER,34,O
BOARD,34,O
IN,34,O
REELS,34,O
215,34,O
GSM,34,O
AT,34,O
USD,34,O
600,34,O
PER,34,O
MT,34,O
DETAILS,34,O
AS,34,O
PER,34,O
BENEFICIARY'S,34,O
PROFORMA,34,O
INVOICE,34,O
NO.,34,O
SO034893,34,O
DATED,34,O
22.11.19,34,O
CPT,35,O
LAHORE,35,O
AIRPORT,35,O
PAKISTAN,35,O
PHARMACEUTICAL,35,O
ALLOPATHIC,35,O
RAW,35,O
MATERIAL,35,O
1,35,O
QTY,35,O
25,35,B-NW
KGS,35,I-NW
CEFACLOR,35,O
MONOHYDRATE,35,O
COMPACTED,35,O
USP,35,O
AT,35,O
USD,35,O
235,35,O
PER,35,O
KG.,35,O
2,35,O
QTY,35,O
25,35,B-NW
KGS,35,I-NW
CEFACLOR,35,O
MONOHYDRATE,35,O
MICRONISED,35,O
USP,35,O
AT,35,O
USD,35,O
235,35,O
PER,35,O
KG.,35,O
AS,35,O
PER,35,O
INDENT,35,O
NO.,35,O
66131/2019,35,O
DATED,35,O
15112019,35,O
M/S,35,O
NEON,35,O
CHEMICALS,35,O
LAHORE,35,O
PAKISTAN,35,O
FOB,36,O
SHANGHAI,36,O
PORT,36,O
CHINA,36,O
TEXTILE,36,O
DYES,36,O
1QTY,36,O
5000,36,B-NW
KGS,36,I-NW
LONSPERSE,36,O
BLACK,36,O
WHTS,36,O
AT,36,O
THE,36,O
RATE,36,O
USD,36,O
9.8,36,O
PER,36,O
KG.,36,O
2QTY,36,O
1000,36,O
KGS,36,O
LONSPERSE,36,O
BLACK,36,O
EXSF,36,O
AT,36,O
THE,36,O
RATE,36,O
USD,36,O
3.8,36,O
PER,36,O
KG.,36,O
COMPLETE,36,O
DETAIL,36,O
AS,36,O
PER,36,O
BENEFICIARY'S,36,O
PROFORMA,36,O
INVOICE,36,O
NO.,36,O
PK602191122,36,O
DATED,36,O
22NOV2019.,36,O
CPT,37,O
LAHORE,37,O
AIRPORT,37,O
PAKISTAN,37,O
QTY,37,O
110,37,B-NW
KGS,37,I-NW
CEFOTAXIME,37,O
SODIUM,37,O
STERILE,37,O
AT,37,O
USD,37,O
98,37,O
PER,37,O
KG.,37,O
AS,37,O
PER,37,O
INENT,37,O
NO.,37,O
23209,37,O
RM,37,O
DATED,37,O
20112019,37,O
OF,37,O
M/S.,37,O
MORGAN,37,O
CHEMICALS,37,O
LAHORE,37,O
PAKISTAN,37,O
CFR,38,O
PORT,38,O
QASIM,38,O
PAKISTAN.,38,O
QTY,38,O
500,38,B-NW
M/TONS,38,I-NW
RBD,38,O
PALM,38,O
OLEIN,38,O
IN,38,O
BULK,38,O
AT,38,O
USD,38,O
645,38,O
PER,38,O
M/TON.,38,O
AS,38,O
PER,38,O
BENEFICIARY'S,38,O
SALES,38,O
CONTRACT,38,O
NO.,38,O
S/SDL/1911/RPOL1669,38,O
DATED,38,O
06.11.19,38,O
FOB,39,O
ANY,39,O
MALAYSIAN,39,O
PORT,39,O
QTY,39,O
40,39,B-NW
TONS,39,I-NW
PALM,39,O
BASED,39,O
GOLDEN,39,O
HARVEST,39,O
MARGARINE,39,O
WITH,39,O
VITAMIN,39,O
'A',39,O
PHO25,39,O
AT,39,O
THE,39,O
RATE,39,O
OF,39,O
USD,39,O
990,39,O
PER,39,O
TON,39,O
AS,39,O
PER,39,O
BENEFICIARY'S,39,O
PROFORMA,39,O
INVOICE,39,O
NO.,39,O
8900000745A,39,O
DATED,39,O
25.09.19,39,O
CFR,40,O
KARACHI,40,O
SEAPORT,40,O
PAKISTAN,40,O
1,40,O
QTY,40,O
1,40,B-NW
SET,40,I-NW
OF,40,O
PLASTIC,40,O
TAPE,40,O
EXTRUSION,40,O
LINE,40,O
MODEL,40,O
SJPLG130X331800X10,40,O
AT,40,O
CNY,40,O
3108000,40,O
PER,40,O
SET,40,O
HS,40,O
CODE,40,O
8477.2000.,40,O
2,40,O
QTY,40,O
32,40,B-NW
SETS,40,I-NW
OF,40,O
PLASTIC,40,O
CIRCULAR,40,O
WEAVING,40,O
LOOM,40,O
MODEL,40,O
SBY850X6G,40,O
AT,40,O
CNY,40,O
70000,40,O
PER,40,O
SET,40,O
HS,40,O
CODE,40,O
8446.2900.,40,O
3,40,O
QTY,40,O
4,40,B-NW
SETS,40,I-NW
OF,40,O
PLASTIC,40,O
CIRCULAR,40,O
WEAVING,40,O
LOOM,40,O
MODEL,40,O
SBY1300X6S,40,O
AT,40,O
CNY,40,O
119000,40,O
PER,40,O
SET,40,O
HS,40,O
CODE,40,O
8446.29,40,O
4,40,O
QTY,40,O
6,40,B-NW
SETS,40,I-NW
OF,40,O
PLASTIC,40,O
CIRCULAR,40,O
WEAVING,40,O
LOOM,40,O
(LENO),40,O
MODEL,40,O
SBY850X4H,40,O
AT,40,O
CNY,40,O
63000,40,O
PER,40,O
SET,40,O
HS,40,O
CODE,40,O
8446.29,40,O
5,40,O
QTY,40,O
1,40,B-NW
SET,40,I-NW
OF,40,O
PLASTIC,40,O
WOVEN,40,O
BAG,40,O
PRINTING,40,O
MACHINE,40,O
MODEL,40,O
SBY6800,40,O
AT,40,O
CNY,40,O
266000,40,O
PER,40,O
SET,40,O
HS,40,O
CODE,40,O
8443.14,40,O
INCLUDING,40,O
ALL,40,O
STANDARD,40,O
ACCESSORIES,40,O
AS,40,O
PER,40,O
BENEFICIARY,40,O
PROFORMA,40,O
INVOICE,40,O
NO.,40,O
YMPS20191125PIB,40,O
DATED,40,O
25112019,40,O
CFR,41,O
KEAMARI,41,O
KARACHI,41,O
SEAPORT/PORT,41,O
QASIM,41,O
PAKISTAN,41,O
1,41,O
QTY,41,O
4000,41,B-NW
KGS,41,I-NW
EVERZOL,41,O
NAVY,41,O
BLUE,41,O
FBN,41,O
AT,41,O
USD,41,O
7.3,41,O
PER,41,O
KG.,41,O
2,41,O
QTY,41,O
3500,41,B-NW
KGS,41,I-NW
EVERZOL,41,O
YELLOW,41,O
3RS,41,O
H/C,41,O
AT,41,O
USD,41,O
4.7,41,O
PER,41,O
KG.,41,O
3,41,O
QTY,41,O
2500,41,B-NW
KGS,41,I-NW
EVERZOL,41,O
RED,41,O
3BS,41,O
H/C,41,O
AT,41,O
USD,41,O
4.65,41,O
PER,41,O
KG.,41,O
AS,41,O
PER,41,O
BENEFICIARY'S,41,O
