,id,words,sentence #,tag
137,137,DATED,6,O
138,138,[INCOTERMS],6,O
139,139,CPT,7,Incoterms
140,140,KARACHI,7,Incoterms
141,141,AIRPORT,7,Incoterms
142,142,XRAY,7,GoodsDescription
143,143,SHARK,7,GoodsDescription
144,144,XBD45+,7,GoodsDescription
145,145,X-RAY,7,GoodsDescription
146,146,AS,7,O
147,147,PER,7,O
148,148,BENEFICIARY'S,7,O
149,149,PROFORMA,7,O
150,150,INVOICE,7,O
151,151,NO.,7,O
152,152,P200114,7,O
153,153,DATED,7,O
154,154,[DATE],7,O
155,155,FOB,8,Incoterms
156,156,ROTTERDAM,8,Incoterms
157,157,SEAPORT,8,Incoterms
158,158,PARTS,8,GoodsDescription
159,159,FOR,8,GoodsDescription
160,160,GEAR,8,GoodsDescription
161,161,BOX,8,GoodsDescription
162,162,AS,8,O
163,163,PER,8,O
164,164,BENEFICIARY'S,8,O
165,165,PROFORMA,8,O
166,166,INVOICE,8,O
167,167,NO.,8,O
168,168,[INCOTERMS],8,O
169,169,[QUANTITY],8,O
170,170,DATED,8,O
171,171,[DATE],8,O
172,172,CFR,9,Incoterms
173,173,KARACHI,9,Incoterms
174,174,PORT,9,Incoterms
175,175,QTY,9,O
176,176,[QUANTITY],9,Quantity
177,177,ADMT,9,UnitPriceAmount
178,178,GI,9,GoodsDescription
179,179,FLUFF,9,GoodsDescription
180,180,PULP,9,GoodsDescription
181,181,UNTREATED,9,GoodsDescription
182,182,AT,9,GoodsDescription
183,183,USD,9,UnitPriceAmount
184,184,[UNITPRICEAMOUNT],9,UnitPriceAmount
185,185,PER,9,UnitPriceAmount
186,186,ADMT,9,UnitPriceAmount
187,187,AS,9,O
188,188,PER,9,UnitPriceAmount
189,189,BENEFICIARY'S,9,O
190,190,PROFORMA,9,O
191,191,INVOICE,9,O
192,192,NO.,9,O
193,193,[QUANTITY],9,O
194,194,DATED,9,O
195,195,[INCOTERMS],9,O
196,196,EXW,10,Incoterms
197,197,QTY,10,O
198,198,[QUANTITY],10,Quantity
199,199,UNITS,10,Quantity
200,200,CONCENTRATE,10,GoodsDescription
201,201,[INCOTERMS],10,GoodsDescription
202,202,AS,10,O
203,203,PER,10,O
204,204,BENEFICIARY'S,10,O
205,205,SALES,10,O
206,206,QUOTATION,10,O
207,207,NO.,10,O
208,208,[QUANTITY],10,O
209,209,DATED,10,O
210,210,[DATE],10,O
211,211,FOB,11,Incoterms
212,212,ANY,11,Incoterms
213,213,CHINESE,11,Incoterms
214,214,PORT,11,Incoterms
215,215,[INCOTERMS],11,GoodsDescription
216,216,COATED,11,GoodsDescription
217,217,PACKAGING,11,GoodsDescription
218,218,BOARD,11,GoodsDescription
219,219,(POPLAR),11,O
220,220,IN,11,Incoterms
221,221,REELS,11,O
222,222,AS,11,O
223,223,PER,11,O
224,224,BENEFICIARY'S,11,O
225,225,SALES,11,O
226,226,CONTRACT,11,O
227,227,NO.,11,O
228,228,S19110286,11,O
229,229,DATED,11,O
230,230,[INCOTERMS],11,O
231,231,FOB,12,Incoterms
232,232,ANY,12,Incoterms
233,233,CHINESE,12,Incoterms
234,234,PORT,12,Incoterms
235,235,[INCOTERMS],12,GoodsDescription
236,236,COATED,12,GoodsDescription
237,237,PACKAGING,12,GoodsDescription
238,238,BOARD,12,GoodsDescription
239,239,(POPLAR),12,O
240,240,IN,12,GoodsDescription
241,241,REELS,12,O
242,242,AS,12,O
243,243,PER,12,O
244,244,BENEFICIARY'S,12,O
245,245,SALES,12,O
246,246,CONTRACT,12,O
247,247,NO.,12,O
248,248,S19110287,12,O
249,249,DATED,12,O
250,250,[INCOTERMS],12,O
251,251,FOB,13,Incoterms
252,252,ROTTERDAMTHE,13,O
253,253,NETHERLANDS,13,Incoterms
254,254,SUBLIMATION,13,GoodsDescription
255,255,PAPER,13,GoodsDescription
256,256,QTY,13,O
257,257,[QUANTITY],13,Quantity
258,258,PCS,13,Quantity
259,259,JETCOL,13,GoodsDescription
260,260,TA,13,GoodsDescription
261,261,AS,13,O
262,262,PER,13,GoodsDescription
263,263,BENEFICIARY'S,13,O
264,264,PROFORMA,13,O
265,265,INVOICE,13,O
266,266,NO.,13,O
267,267,[QUANTITY],13,O
268,268,DATED,13,O
269,269,[INCOTERMS],13,O
270,270,CFR,14,Incoterms
271,271,PORT,14,Incoterms
272,272,QASIM,14,Incoterms
273,273,PAKISTAN,14,Incoterms
274,274,QTY,14,O
275,275,[UNITPRICEAMOUNT],14,Quantity
276,276,M/TONS,14,Quantity
277,277,SHREDDED,14,GoodsDescription
278,278,STEEL,14,GoodsDescription
279,279,SCRAP,14,GoodsDescription
280,280,AS,14,Incoterms
281,281,PER,14,UnitPriceAmount
282,282,ISRI,14,O
283,283,[QUANTITY],14,O
284,284,AT,14,O
285,285,USD,14,UnitPriceAmount
286,286,[UNITPRICEAMOUNT],14,UnitPriceAmount
287,287,PER,14,UnitPriceAmount
288,288,M/TON.,14,O
289,289,AS,14,Incoterms
290,290,PER,14,UnitPriceAmount
291,291,BENEFICIARY'S,14,O
292,292,SALES,14,O
293,293,CONTRACT,14,O
294,294,NO.,14,O
295,295,JSC-4602A,14,O
296,296,DATED,14,O
297,297,[DATE],14,O
298,298,CFR,15,Incoterms
299,299,ANY,15,Incoterms
300,300,PORT,15,Incoterms
301,301,OF,15,Incoterms
302,302,KARACHI,15,Incoterms
303,303,HARDWARE,15,GoodsDescription
304,304,FITTINGS,15,GoodsDescription
305,305,ACCESSORIES,15,GoodsDescription
306,306,AND,15,GoodsDescription
307,307,DUMPING,15,GoodsDescription
308,308,SYSTEM,15,GoodsDescription
309,309,FOR,15,GoodsDescription
310,310,CV,15,GoodsDescription
311,311,CONDUCTOR,15,GoodsDescription
312,312,AND,15,GoodsDescription
313,313,FOR,15,GoodsDescription
314,314,AL,15,GoodsDescription
315,315,CONDUCTOR,15,GoodsDescription
316,316,AS,15,O
317,317,PER,15,O
318,318,BENEFICIARY'S,15,O
319,319,PROFORMA,15,O
320,320,INVOICE,15,O
321,321,NO.,15,O
322,322,[QUANTITY],15,O
323,323,DATED,15,O
324,324,[INCOTERMS],15,O
325,325,CPT,16,Incoterms
326,326,LAHORE,16,Incoterms
327,327,AIRPORT,16,Incoterms
328,328,PAKISTAN,16,Incoterms
329,329,1.,16,O
330,330,QTY,16,O
331,331,[QUANTITY],16,Quantity
332,332,PC,16,Quantity
333,333,SPINNER,16,GoodsDescription
334,334,ASSY,16,GoodsDescription
335,335,WS650MZ,16,O
336,336,SPIN,16,GoodsDescription
337,337,PROCESSOR,16,O
338,338,AT,16,O
339,339,THE,16,O
340,340,RATE,16,O
341,341,USD,16,UnitPriceAmount
342,342,[UNITPRICEAMOUNT],16,UnitPriceAmount
343,343,PER,16,UnitPriceAmount
344,344,PC,16,Quantity
345,345,ALL,16,O
346,346,DETAIL,16,O
347,347,AS,16,GoodsDescription
348,348,PER,16,UnitPriceAmount
349,349,BENEFICIARY'S,16,O
350,350,PROFORMA,16,O
351,351,INVOICE,16,O
352,352,NO.,16,O
353,353,[QUANTITY],16,O
354,354,DATED,16,O
355,355,04-09-2019.,16,O
356,356,CPT,17,Incoterms
357,357,LAHORE,17,Incoterms
358,358,AIRPORT,17,Incoterms
359,359,PAKISTAN,17,Incoterms
360,360,QTY,17,O
361,361,[QUANTITY],17,Quantity
362,362,SET,17,Quantity
363,363,OF,17,GoodsDescription
364,364,USTER,17,GoodsDescription
365,365,JOSSI,17,GoodsDescription
366,366,VISION,17,GoodsDescription
367,367,SHIELD-2,17,GoodsDescription
368,368,WITH,17,GoodsDescription
369,369,[QUANTITY],17,GoodsDescription
370,370,SPECTROSCOPES,17,GoodsDescription
371,371,EFFICIENCY,17,GoodsDescription
372,372,BOOSTER,17,GoodsDescription
373,373,V,17,GoodsDescription
374,374,TECT,17,GoodsDescription
375,375,FOR,17,GoodsDescription
376,376,INSTALLATION,17,GoodsDescription
377,377,OF,17,GoodsDescription
378,378,EXISTING,17,GoodsDescription
379,379,BLOWROOM,17,GoodsDescription
380,380,LINE,17,GoodsDescription
381,381,FOR,17,GoodsDescription
382,382,DETECTION,17,GoodsDescription
383,383,AND,17,GoodsDescription
384,384,ELIMINATION,17,GoodsDescription
385,385,OF,17,GoodsDescription
386,386,CONTAMINATION,17,GoodsDescription
387,387,IN,17,GoodsDescription
388,388,BLOWROOM,17,GoodsDescription
389,389,LINE,17,GoodsDescription
390,390,WITH,17,GoodsDescription
391,391,ALL,17,GoodsDescription
392,392,STANDARD,17,GoodsDescription
393,393,ACCESSORIES,17,GoodsDescription
394,394,AND,17,GoodsDescription
395,395,ESSENTIAL,17,GoodsDescription
396,396,PARTS,17,GoodsDescription
397,397,ALL,17,GoodsDescription
398,398,DETAIL,17,O
399,399,AS,17,O
400,400,PER,17,O
401,401,INDENT,17,O
402,402,NO,17,O
403,403,.C-ZAG-VS-047,17,O
404,404,DATED,17,O
405,405,[INCOTERMS],17,O
406,406,OF,17,GoodsDescription
407,407,SIMAG,17,O
408,408,ENTERPRISES,17,O
409,409,PVT,17,O
410,410,LTD,17,O
411,411,PAKISTAN,17,Incoterms
412,412,CPT,18,Incoterms
413,413,LAHORE,18,Incoterms
414,414,AIRPORT,18,Incoterms
415,415,PAKISTAN,18,Incoterms
416,416,QTY,18,O
417,417,[QUANTITY],18,Quantity
418,418,UNIT,18,Quantity
419,419,OF,18,O
420,420,ELECTROSPINNING,18,GoodsDescription
421,421,MACHINE,18,GoodsDescription
422,422,AT,18,O
423,423,THE,18,O
424,424,RATE,18,O
425,425,USD,18,O
426,426,26500.28.,18,O
427,427,ALL,18,O
428,428,DETAIL,18,O
429,429,AS,18,O
430,430,PER,18,O
431,431,BENEFICIARY'S,18,O
432,432,PROFORMA,18,O
433,433,INVOICE,18,O
434,434,NO.,18,O
435,435,PF190006,18,O
436,436,DATED,18,O
437,437,-04-09-2019,18,O
438,438,CFR,19,Incoterms
439,439,KEAMARI,19,Incoterms
440,440,KARACHI,19,Incoterms
441,441,SEAPORT,19,Incoterms
442,442,/,19,Incoterms
443,443,PORT,19,Incoterms
444,444,QASIM,19,Incoterms
445,445,PAKISTAN,19,Incoterms
446,446,COMPOUNDED,19,O
447,447,POLYPROPYLENE,19,GoodsDescription
448,448,RESIN,19,O
449,449,[INCOTERMS],19,O
450,450,[QUANTITY],19,Quantity
451,451,KGS,19,Quantity
452,452,PP-SN3,19,O
453,453,J-3057HPT,19,O
454,454,[INCOTERMS],19,O
455,455,AT,19,O
456,456,USD,19,UnitPriceAmount
457,457,[UNITPRICEAMOUNT],19,UnitPriceAmount
458,458,PER,19,UnitPriceAmount
459,459,KG.,19,O
460,460,[INCOTERMS],19,O
461,461,[UNITPRICEAMOUNT],19,Quantity
462,462,KGS,19,Quantity
463,463,POLYAMIDE,19,GoodsDescription
464,464,[QUANTITY],19,GoodsDescription
465,465,(NYLON,19,O
466,466,[INCOTERMS],19,O
467,467,T330210,19,O
468,468,STD,19,O
469,469,BLK,19,O
470,470,AT,19,O
471,471,USD,19,UnitPriceAmount
472,472,[UNITPRICEAMOUNT],19,UnitPriceAmount
473,473,PER,19,UnitPriceAmount
474,474,KG,19,Quantity
475,475,[INCOTERMS],19,O
476,476,[UNITPRICEAMOUNT],19,Quantity
477,477,KGS,19,Quantity
478,478,POM,19,O
479,479,[QUANTITY],19,O
480,480,PCT,19,O
481,481,REINFORCED,19,O
482,482,GC25A,19,O
483,483,CF3500,19,O
484,484,NATURAL,19,O
485,485,AT,19,O
486,486,USD,19,UnitPriceAmount
487,487,[UNITPRICEAMOUNT],19,UnitPriceAmount
488,488,PER,19,UnitPriceAmount
489,489,KG.,19,O
490,490,AS,19,Incoterms
491,491,PER,19,UnitPriceAmount
492,492,BENEFICIARY'S,19,O
493,493,PROFORMA,19,O
494,494,INVOICE,19,O
495,495,NO.,19,O
496,496,NTL11001,19,O
497,497,DATED,19,O
498,498,[INCOTERMS],19,O
499,499,FOB,20,Incoterms
500,500,SHANGHAI,20,Incoterms
501,501,SEAPORT,20,Incoterms
502,502,CHINA,20,Incoterms
503,503,TOTAL,20,O
504,504,QTY,20,O
505,505,[UNITPRICEAMOUNT],20,Quantity
506,506,HIGH,20,GoodsDescription
507,507,RACKS,20,GoodsDescription
508,508,MINI,20,GoodsDescription
509,509,RACKS,20,GoodsDescription
510,510,SELF-SERVICE,20,GoodsDescription
511,511,RACKS,20,GoodsDescription
512,512,AND,20,GoodsDescription
513,513,ACCESSORIES,20,GoodsDescription
514,514,AS,20,O
515,515,PER,20,O
516,516,BENEFICIARY'S,20,O
517,517,PROFORMA,20,O
518,518,INVOICE,20,O
519,519,NO.,20,O
520,520,SH1911011,20,O
521,521,DATED,20,O
522,522,31-10-2019.,20,O
523,523,CFR,21,Incoterms
524,524,KARACHI,21,Incoterms
525,525,SEAPORT,21,Incoterms
526,526,PAKISTAN,21,Incoterms
527,527,QTY,21,O
528,528,[UNITPRICEAMOUNT],21,Quantity
529,529,MTS,21,Quantity
530,530,PRIMARY,21,GoodsDescription
531,531,ALUMINIUM,21,GoodsDescription
532,532,STANDARD,21,GoodsDescription
533,533,INGOT,21,GoodsDescription
534,534,AT,21,O
535,535,USD,21,O
536,536,1750.,21,O
537,537,AS,21,O
538,538,PER,21,O
539,539,SALES,21,O
540,540,CONTRACT,21,O
541,541,NO.,21,O
542,542,YE19A589UM02,21,O
543,543,DATED,21,O
544,544,29-10-2019.,21,O
545,545,CPT,22,Incoterms
546,546,ISLAMABAD,22,Incoterms
547,547,AIRPORT,22,Incoterms
548,548,-,22,Incoterms
549,549,PAKISTAN,22,Incoterms
550,550,TOTAL,22,O
551,551,QTY,22,O
552,552,[QUANTITY],22,Quantity
553,553,UNITS,22,Quantity
554,554,[INCOTERMS],22,GoodsDescription
555,555,TRIGNO,22,GoodsDescription
556,556,AVNTI,22,GoodsDescription
557,557,RESEARCH+SYSTEM.AS,22,O
558,558,PER,22,O
559,559,BENEFICIARY'S,22,O
560,560,PROFORMA,22,O
561,561,INVOICE,22,O
562,562,NO.,22,O
563,563,Q-8615,22,O
564,564,DATED.,22,O
565,565,[DATE],22,O
566,566,CPT,23,Incoterms
567,567,LAHORE,23,Incoterms
568,568,AIRPORT,23,Incoterms
569,569,PAKISTAN,23,Incoterms
570,570,LABORATORY,23,GoodsDescription
571,571,EQUIPMENTS,23,GoodsDescription
572,572,[INCOTERMS],23,O
573,573,QTY,23,O
574,574,[UNITPRICEAMOUNT],23,Quantity
575,575,UNIT,23,Quantity
576,576,FREEZE,23,GoodsDescription
577,577,DRYER,23,GoodsDescription
578,578,ALPHA,23,O
579,579,[INCOTERMS],23,O
580,580,LSCBASIC,23,O
581,581,[QUANTITY],23,O
582,582,V,23,O
583,583,[QUANTITY],23,O
584,584,HZ,23,O
585,585,AT,23,GoodsDescription
586,586,EUR,23,UnitPriceAmount
587,587,[UNITPRICEAMOUNT],23,O
588,588,AS,23,O
589,589,PER,23,O
590,590,BENEFICIARY'S,23,O
591,591,PROFORMA,23,O
592,592,INVOICE,23,O
593,593,NO.,23,O
594,594,[INCOTERMS],23,O
595,595,DATED,23,O
596,596,09-12-2019.,23,O
597,597,CPT,24,Incoterms
598,598,KARACHI,24,Incoterms
599,599,AIRPORT/SEAPORT,24,Incoterms
600,600,SPARE,24,GoodsDescription
601,601,PARTS,24,GoodsDescription
602,602,FOR,24,GoodsDescription
603,603,INNIO,24,GoodsDescription
604,604,JENBACHER,24,GoodsDescription
605,605,POWER,24,GoodsDescription
606,606,GENERATION,24,GoodsDescription
607,607,SPECIFICATION,24,O
608,608,QUANTITYM,24,O
609,609,QUALITY,24,O
610,610,AND,24,O
611,611,OTHER,24,O
612,612,DETAILS,24,O
613,613,AS,24,O
614,614,PER,24,O
615,615,BENEFICIARY'S,24,O
616,616,PROFORMA,24,O
617,617,INVOICE,24,O
618,618,NO(S).,24,O
619,619,PFI-003328,24,O
620,620,DATED,24,O
621,621,[INCOTERMS],24,O
622,622,AND,24,O
623,623,PFI-003301,24,O
624,624,DATED,24,O
625,625,[INCOTERMS],24,O
626,626,FOB,25,Incoterms
627,627,SHENZEN,25,Incoterms
628,628,SEAPORT,25,Incoterms
629,629,CHINA,25,Incoterms
630,630,TOTAL,25,O
631,631,QTY,25,O
632,632,[QUANTITY],25,Quantity
633,633,NOS,25,Quantity
634,634,SHOES,25,GoodsDescription
635,635,AND,25,GoodsDescription
636,636,LUGGAGE,25,GoodsDescription
637,637,AS,25,O
638,638,PER,25,O
639,639,BENEFICIARY'S,25,O
640,640,PROFORMA,25,O
641,641,INVOICE/CONTRACT,25,O
642,642,NO.,25,O
643,643,H19SW07009,25,O
644,644,DATED,25,O
645,645,[INCOTERMS],25,O
646,646,CFR,26,Incoterms
647,647,KARACHI,26,Incoterms
648,648,SEAPORT,26,Incoterms
649,649,PAKISTAN,26,Incoterms
650,650,[INCOTERMS],26,O
651,651,QTY,26,O
652,652,[QUANTITY],26,Quantity
653,653,SET,26,UnitPriceAmount
654,654,OF,26,O
655,655,DALGAKIRAN,26,O
656,656,EAGLE,26,O
657,657,[QUANTITY],26,O
658,658,VSD,26,O
659,659,(10,26,O
660,660,BAR),26,O
661,661,AIR,26,GoodsDescription
662,662,COOLED,26,GoodsDescription
663,663,SCREW,26,GoodsDescription
664,664,COMPRESSOR,26,GoodsDescription
665,665,AT,26,O
666,666,EUR,26,UnitPriceAmount
667,667,[QUANTITY],26,UnitPriceAmount
668,668,PER,26,UnitPriceAmount
669,669,SET.,26,O
670,670,[INCOTERMS],26,O
671,671,QTY,26,O
672,672,[QUANTITY],26,Quantity
673,673,SET,26,UnitPriceAmount
674,674,OF,26,O
675,675,DALGAKIRAN,26,O
676,676,DRYAIR,26,O
677,677,DK,26,O
678,678,[QUANTITY],26,O
679,679,AIR,26,GoodsDescription
680,680,DRYER,26,GoodsDescription
681,681,AT,26,O
682,682,EUR,26,UnitPriceAmount
683,683,[QUANTITY],26,UnitPriceAmount
684,684,PER,26,UnitPriceAmount
685,685,SET.,26,O
686,686,AS,26,O
687,687,PER,26,UnitPriceAmount
688,688,BENEFICIARY'S,26,O
689,689,PROFORMA,26,O
690,690,INVOICE,26,O
691,691,NO.,26,O
692,692,EXP/19-P517,26,O
693,693,DATED,26,O
694,694,15-11-2019.,26,O
695,695,[INCOTERMS],27,O
696,696,QTY,27,O
697,697,[QUANTITY],27,Quantity
698,698,UNITS,27,Quantity
699,699,GRID,27,GoodsDescription
700,700,TIED,27,GoodsDescription
701,701,SOLAR,27,GoodsDescription
702,702,INVERTER,27,GoodsDescription
703,703,[QUANTITY],27,GoodsDescription
704,704,PHASE,27,GoodsDescription
705,705,[INCOTERMS],27,O
706,706,WITH,27,O
707,707,DC,27,O
708,708,SWITCH,27,O
709,709,COMMUNICATION-RS485,27,O
710,710,GW50KN-MT,27,O
711,711,AT,27,O
712,712,USD,27,UnitPriceAmount
713,713,[QUANTITY],27,UnitPriceAmount
714,714,PER,27,UnitPriceAmount
715,715,UNIT.,27,O
716,716,[INCOTERMS],27,O
717,717,QTY,27,O
718,718,[QUANTITY],27,Quantity
719,719,UNITS,27,Quantity
720,720,GRID,27,GoodsDescription
721,721,TIED,27,GoodsDescription
722,722,SOLAR,27,GoodsDescription
723,723,INVERTER,27,GoodsDescription
724,724,[QUANTITY],27,GoodsDescription
725,725,PHASE,27,GoodsDescription
726,726,[INCOTERMS],27,O
727,727,WITH,27,O
728,728,DC,27,O
729,729,SWITCH,27,O
730,730,COMMUNICATION-RS485,27,O
731,731,FOR,27,O
732,732,EZLOGGER,27,O
733,733,PRO-CONNECTION,27,O
734,734,GW20K-DT,27,O
735,735,AT,27,O
736,736,USD,27,UnitPriceAmount
737,737,[QUANTITY],27,UnitPriceAmount
738,738,PER,27,UnitPriceAmount
739,739,UNIT.,27,O
740,740,[INCOTERMS],27,O
741,741,QTY,27,O
742,742,[QUANTITY],27,Quantity
743,743,UNITS,27,Quantity
744,744,MONITORING,27,GoodsDescription
745,745,DEVICE,27,GoodsDescription
746,746,OF,27,GoodsDescription
747,747,GRID,27,GoodsDescription
748,748,TIRED,27,GoodsDescription
749,749,SOLAR,27,GoodsDescription
750,750,INVERTER,27,GoodsDescription
751,751,ONE,27,O
752,752,UNIT,27,UnitPriceAmount
753,753,TO,27,GoodsDescription
754,754,CONNECT,27,O
755,755,UP,27,O
756,756,TO,27,GoodsDescription
757,757,[QUANTITY],27,O
758,758,PCS,27,O
759,759,INVERTERS,27,O
760,760,EZLOGGER,27,O
761,761,PRO,27,O
762,762,AT,27,O
763,763,USD,27,UnitPriceAmount
764,764,[QUANTITY],27,UnitPriceAmount
765,765,PER,27,UnitPriceAmount
766,766,UNIT,27,UnitPriceAmount
767,767,AS,27,GoodsDescription
768,768,PER,27,UnitPriceAmount
769,769,BENEFICIARY'S,27,O
770,770,PROFORMA,27,O
771,771,INVOICE,27,O
772,772,NO.,27,O
773,773,GW636191013,27,O
774,774,DATED,27,O
775,775,[DATE],27,O
776,776,CFR,28,Incoterms
777,777,PAKISTAN,28,Incoterms
778,778,INTERNATIONAL,28,Incoterms
779,779,BULK,28,Incoterms
780,780,TERMINAL,28,Incoterms
781,781,PAKISTAN,28,Incoterms
782,782,(INCOTERMS,28,O
783,783,[INCOTERMS],28,O
784,784,QTY,28,O
785,785,[QUANTITY],28,O
786,786,MT(+/-,28,O
787,787,[QUANTITY],28,Tolerance
788,788,PCT),28,O
789,789,BITUMINOUS,28,GoodsDescription
790,790,COAL,28,GoodsDescription
791,791,IN,28,GoodsDescription
792,792,BULK,28,Incoterms
793,793,AT,28,Incoterms
794,794,THE,28,O
795,795,RATE,28,O
796,796,OF,28,O
797,797,USD,28,UnitPriceAmount
798,798,[UNITPRICEAMOUNT],28,UnitPriceAmount
799,799,PER,28,UnitPriceAmount
800,800,MT,28,Quantity
801,801,BASED,28,O
802,802,ON,28,Incoterms
803,803,NCV,28,O
804,804,[QUANTITY],28,O
805,805,KCAL/KG,28,O
806,806,(ARB),28,O
807,807,AS,28,O
808,808,PER,28,UnitPriceAmount
809,809,BENEFICIARY'S,28,O
810,810,PROFORMA,28,O
811,811,INVOICE,28,O
812,812,NO.,28,O
813,813,PI/GCL/CPBML/18/2019,28,O
814,814,DATED,28,O
815,815,[DATE],28,O
816,816,CFR,29,Incoterms
817,817,KARACHI,29,Incoterms
818,818,PORT,29,Incoterms
819,819,QTY,29,O
820,820,[QUANTITY],29,Quantity
821,821,M/TONS,29,Quantity
822,822,METHANOL,29,GoodsDescription
823,823,(CHEM,29,O
824,824,GRADE),29,O
825,825,AT,29,O
826,826,THE,29,O
827,827,RATE,29,O
828,828,OF,29,O
829,829,USD,29,UnitPriceAmount
830,830,[UNITPRICEAMOUNT],29,UnitPriceAmount
831,831,PER,29,UnitPriceAmount
832,832,M/TON,29,UnitPriceAmount
833,833,AS,29,O
834,834,PER,29,UnitPriceAmount
835,835,PROFORMA,29,O
836,836,INVOICE,29,O
837,837,NO.,29,O
838,838,CHEM/162380A/SEPTEMBER-2019,29,O
839,839,DATED,29,O
840,840,[DATE],29,O
841,841,OF,29,O
842,842,M/S.,29,O
843,843,SABIC,29,O
844,844,PAKISTAN,29,O
845,845,PRIVATE,29,O
846,846,LIMITED.,29,O
847,847,KARACHI,29,Incoterms
